Activo,dt_revision,Estado,version,Codificacion,Nombre comercial,pvp,Genes,Espe. principal,Especialidades,review,Espe. notas,sharepoint
SI,2023-07-31 00:00:00,APPROVED,1.0,EXN3010,ExoNIM® HSM Hipertensión pulmonar,0,"ABCC8, ACVRL1, AQP1, ATP13A3, BMPR2, CAV1, EIF2AK4, ENG, GDF2, KCNK3, KDR, NFU1, SARS2, SMAD9, SOX17, TBX4",-(1),-,,,
SI,2023-07-31 00:00:00,APPROVED,1.0,EXN3011,ExoNIM® HSM muerte súbita,0,"ACTC1, ACTN2, ALPK3, ANK2, ANKRD1, ATAD3A, BAG3, CACNA1C, CACNA2D1, CACNB2, CALM1, CALM2, CALM3, CASQ2, CDH2, CLCA2, CRYAB, CSRP3, DES, DMD, DOLK, DSC2, DSG2, DSP, EMD, FHL1, FHOD3, FKRP, FKTN, FLII, FLNC, GATA6, GLA, GLRA1, GYG1, HCN4, JPH2, JUP, KCNE1, KCNE2, KCNH2, KCNJ2, KCNJ8, KCNQ1, LAMP2, LDB3, LMNA, MT-TI, MYBPC3, MYH6, MYH7, MYL2, MYL3, MYLK2, MYLK3, MYPN, NEXN, NKX2-5, NRAP, PHOX2B, PKP2, PLN, PPA2, PRDM16, PRKAG2, RBM20, RHBDF1, RPL3L, RPS6KB1, RRAGC, RRAGD, RYR2, SCN1B, SCN5A, SGCD, SLC4A3, SLC6A6, SPEG, TBX20, TBX5, TCAP, TECRL, TMEM43, TNNC1, TNNI3, TNNI3K, TNNT2, TPM1, TRDN, TRIM63, TRPM4, TSPYL1, TTN, TTR, TULP3, VCL",-(1),-,,,
SI,2023-07-31 00:00:00,APPROVED,1.0,EXN3012,ExoNIM® HSM Rasopatías,0,"BRAF, CBL, HRAS, KRAS, LZTR1, MAP2K1, MAP2K2, MRAS, NF1, NRAS, PPP1CB, PTPN11, RAF1, RASA2, RIT1, RRAS, RRAS2, SHOC2, SOS1, SOS2, SPRED1, SPRED2",-(1),-,,,
SI,2023-07-13 00:00:00,APPROVED,2.0,EXN1069,ExoNIM® Dirigido a Déficit combinado de Hormonas Hipofisiarias e Hipotiroidismo,1150,"DUOX2, DUOXA2, FOXE1, GHR, GLIS3, GNAS, HESX1, IGSF1, IYD, LHX3, LHX4, NKX2-1, NKX2-5, OTX2, PAX8, POU1F1, PROP1, SECISBP2, SLC16A2, SLC26A4, SLC5A5, SOX3, TG, THRA, THRB, TPO, TRHR, TSHB, TSHR",Endocrinología(1),Endocrinología,ENDOCRINOLOGÍA,,https://nimgenetics.sharepoint.com/:x:/r/sites/DDocumentacion2/Catlogo%20Corporativo/Revisiones%20alcance%20flexible/Endocrinolog%C3%ADa/V2_EXN1069_ExoNIM%C2%AE%20Dirigido%20a%20D%C3%A9ficit%20combinado%20de%20Hormonas%20Hipofisiarias%20e%20Hipotiroidismo.xlsx?d=w9da6d2204e2c40e1a52a0ec8624af70b&csf=1&web=1&e=COjngl
SI,2023-07-12 11:18:57,APPROVED,1.0,EXN1214,ExoNIM dirigido a lesiones vasculares cutáneas,1150,"ACVRL1, ADAMTS13, ADAMTS3, AGGF1, AKT1, ALAS2, ANTXR1, ATM, BRAF, CCBE1, CCM2, CDSN, CELSR1, CTNNB1, DDB2, ELMO2, ENG, ENPP1, EPHB4, ERCC2, F12, FAT4, FECH, FLT4, FOXC2, GATA2, GDF2, GJC2, GLMN, GNA11, GNAQ, GNPTAB, HRAS, IDH1, IDH2, KDR, KIF11, KRAS, KRIT1, MAP2K1, MAP3K3, MRE11, NF1, NOTCH1, NRAS, PDCD10, PDGFRB, PIEZO1, PIK3CA, PIK3R2, POLH, PORCN, PTEN, PTPN14, RASA1, RECQL4, SAMHD1, SCN9A, SMAD4, SOX18, SPEN, STAMBP, STING1, TEK, TSC1, VEGFC, VHL, XPA",Dermatología(1),Dermatología,,,
SI,2023-07-12 00:00:00,APPROVED,2.0,EXN1139,ExoNIM® Dirigido a Obesidad Monogénica,1150,"ADRB3, AGRP, ALMS1, ARL6, BBS1, BBS10, BBS12, BBS2, BBS4, BBS5, BBS7, BBS9, BDNF, CEP19, CEP290, CPE, CRTC1, DYRK1B, GNAS, KIDINS220, LEP, LEPR, MAGEL2, MC3R, MC4R, MKKS, MKS1, MYT1L, NR0B2, NTRK2, PCSK1, PGM2L1, PHF6, PHIP, POMC, PPARG, SDCCAG8, SIM1, TRIM32, TTC8, UCP3, VPS13B, WDPCP",Endocrinología(1),Endocrinología,ENDOCRINOLOGÍA,,https://nimgenetics.sharepoint.com/:x:/r/sites/DDocumentacion2/Catlogo%20Corporativo/Revisiones%20alcance%20flexible/Endocrinolog%C3%ADa/V23_EXN1122_ExoNIM%C2%AE%20Dirigido%20a%20Fallo%20ov%C3%A1rico%20precoz.xlsx?d=wdca6c041154944eb84f2b2e8d1495c74&csf=1&web=1&e=EZqg3a
SI,2023-07-12 00:00:00,APPROVED,1.0,EXN1174,ExoNIM® Dirigido a genes accionables ACMG v3.2 (81 genes),1150,"ACTA2, ACTC1, ACVRL1, APC, APOB, ATP7B, BAG3, BMPR1A, BRCA1, BRCA2, BTD, CACNA1S, CALM1, CALM2, CALM3, CASQ2, COL3A1, DES, DSC2, DSG2, DSP, ENG, FBN1, FLNC, GAA, GLA, HFE, HNF1A, KCNH2, KCNQ1, LDLR, LMNA, MAX, MEN1, MLH1, MSH2, MSH6, MUTYH, MYBPC3, MYH11, MYH7, MYL2, MYL3, NF2, OTC, PALB2, PCSK9, PKP2, PMS2, PRKAG2, PTEN, RB1, RBM20, RET, RPE65, RYR1, RYR2, SCN5A, SDHAF2, SDHB, SDHC, SDHD, SMAD3, SMAD4, STK11, TGFBR1, TGFBR2, TMEM127, TMEM43, TNN, TNNC1, TNNI3, TNNT2, TP53, TPM1, TRDN, TSC1, TSC2, TTR, VHL, WT1",Cáncer familiar(3),"Cáncer familiar,Cardiología,Metabólicas",,,
SI,2023-07-12 00:00:00,APPROVED,2.0,EXN1213,ExoNIM® Dislipemias global,1150,"ABCA1, ABCC8, ABCG1, ABCG5, ABCG8, AGPAT2, AKT2, ALMS1, ANGPTL3, APOA1, APOA2, APOA5, APOB, APOC2, APOC3, APOE, BLK, BSCL2, CAV1, CAVIN1, CEL, CIDEC, CREB3L3, CYP27A1, EIF2AK3, EPHX2, FOXP3, GATA6, GCK, GHR, GLIS3, GPD1, GPIHBP1, HNF1A, HNF1B, HNF4A, IER3IP1, INS, INSR, ITIH4, KCNJ11, KLF11, LCAT, LDLR, LDLRAP1, LEP, LIPA, LIPC, LIPI, LMF1, LMNA, LPL, MTTP, MYLIP, NEUROD1, NEUROG3, NKX2-2, PAX4, PCDH15, PCSK9, PDX1, PLIN1, PNPLA2, PPARG, PPP1R17, PTF1A, RFX6, SAR1B, SLC25A40, SLC2A2, SLCO1B1, TBC1D4, USF1, WFS1, ZFP57, ZMPSTE24","Cardiología,Endocrinología(2)","Cardiología,Endocrinología",,,
SI,2023-07-11 00:00:00,APPROVED,1.0,EXN1081,ExoNIM® Dirigido a Diabetes ,1150,"ABCC8, APPL1, BLK, CEL, EIF2AK3, FOXP3, GATA4, GATA6, GCK, GLIS3, GLUD1, HADH, HNF1A, HNF1B, HNF4A, IER3IP1, INS, KCNJ11, KLF11, MNX1, NEUROD1, NEUROG3, NKX2-2, PAX4, PDX1, PTF1A, RFX6, SLC19A2, SLC2A2, UCP2, ZFP57",Endocrinología(2),"Endocrinología,Metabólicas",,,https://nimgenetics.sharepoint.com/:x:/r/sites/DDocumentacion2/Catlogo%20Corporativo/Revisiones%20alcance%20flexible/Endocrinolog%C3%ADa/V2_EXN1081_ExoNIM%C2%AE%20Dirigido%20a%20Diabetes%20.xlsx?d=wa1a1707481824a66961f1782d102a3e1&csf=1&web=1&e=rRlHcD
SI,2023-07-11 00:00:00,APPROVED,2.0,EXN1122,ExoNIM® Dirigido a Fallo ovárico precoz,1150,"AARS2, BMP15, BNC1, C14orf39, CLPP, CYP17A1, CYP19A1, DIAPH2, EIF2B2, EIF2B3, EIF2B5, ERCC6, FANCM, FIGLA, FOXL2, FSHB, FSHR, GALT, GDF9, GGPS1, HARS2, HFM1, HSD17B4, HSF2BP, LARS2, MCM8, MCM9, MSH4, MSH5, NOBOX, NR5A1, PMM2, POF1B, POLG, PSMC3IP, SOHLH1, STAG3, SYCE1, TP63, TWNK, XRCC2",Endocrinología(1),Endocrinología,,,https://nimgenetics.sharepoint.com/:x:/r/sites/DDocumentacion2/Catlogo%20Corporativo/Revisiones%20alcance%20flexible/Endocrinolog%C3%ADa/V23_EXN1122_ExoNIM%C2%AE%20Dirigido%20a%20Fallo%20ov%C3%A1rico%20precoz.xlsx?d=wdca6c041154944eb84f2b2e8d1495c74&csf=1&web=1&e=Qe9CCG
SI,2023-07-11 00:00:00,APPROVED,1.0,EXN6020,ExoNIM® Dirigido a alteraciones heredadas de la sustancia blanca,0,"AARS2, ABCD1, ACBD5, ACOX1, ADAR, AIMP1, ALDH3A2, ARSA, ASPA, BCAP31, BCS1L, BOLA3, CIC, CLCN2, CNTNAP1, COLGALT1, COQ2, COQ8A, COX10, COX15, CSF1R, CYP27A1, D2HGDH, DARS1, DARS2, DGUOK, DPYD, EARS2, EIF2AK2, EIF2B1, EIF2B2, EIF2B3, EIF2B4, EIF2B5, ERCC6, ERCC8, ETFDH, FLVCR2, FOLR1, FUCA1, GALC, GALNT2, GBE1, GFAP, GFM1, GJA1, GJB1, GJC2, HEPACAM, HSD17B4, HSPD1, HYCC1, IBA57, IFIH1, ISCA2, L2HGDH, LAMB1, LIG3, LMNB1, LYRM7, MCOLN1, MEF2C, MLC1, MPLKIP, MTFMT, NAXE, NDUFA2, NDUFAF1, NDUFAF3, NDUFS1, NDUFS2, NDUFS4, NDUFS7, NDUFS8, NDUFV1, NKX6-2, NUBPL, PAFAH1B1, PEX1, PEX10, PEX12, PEX13, PEX16, PEX2, PEX26, PEX3, PEX5, PEX6, PI4KA, PLP1, POLG, POLG2, POLR1C, POLR3A, POLR3B, PSAP, PYCR2, RAB11B, RARS1, RNASEH2A, RNASEH2B, RNASEH2C, RNASET2, RRM2B, SAMHD1, SCO1, SCO2, SCP2, SDHA, SDHAF1, SDHB, SLC16A2, SLC17A5, SLC25A12, SLC25A4, SOX10, SPART, SPG7, SUCLA2, SUMF1, SURF1, TACO1, TMEM106B, TREX1, TUBB4A, TWNK, TYMP, VPS11",Neurología(2),"Neurología,Neuropediatría",NEUROLOGÍA,,https://nimgenetics.sharepoint.com/:x:/r/sites/DDocumentacion2/Catlogo%20Corporativo/Revisiones%20alcance%20flexible/Neurolog%C3%ADa/Paneles/02.-V1_EXN6020_ExoNIM%C2%AE%20Dirigido%20a%20Leucodistrofias%20de%20inicio%20en%20la%20infancia.xlsx?d=w03afc7c4a69147b29febd9fe27c787c2&csf=1&web=1&e=fcdo8b
SI,2023-07-10 00:00:00,APPROVED,2.0,EXN1005,ExoNIM® Dirigido a Síndrome de Cornelia de Lange ,1150,"AFF4, ANKRD11, ASXL1, ASXL3, BRD4, EP300, HDAC8, KMT2A, NIPBL, RAD21, SMC1A, SMC3, TAF1, TAF6",Malformaciones(3),"Malformaciones,Neuropediatría,Pediatría","MALFORMACIONES,NEUROPEDIATRÍA",,https://nimgenetics.sharepoint.com/:x:/r/sites/DDocumentacion2/Catlogo%20Corporativo/Revisiones%20alcance%20flexible/Neuropediatria/V2_EXN1005_ExoNIM%C2%AE%20Dirigido%20%20a%20S%C3%ADndrome%20de%20Cornelia%20de%20Lange%20.xlsx?d=w7c564a5e5a6f47ec9c8a1fed38dd46ca&csf=1&web=1&e=vjVORP
SI,2023-07-10 00:00:00,APPROVED,2.0,EXN1103,ExoNIM® Dirigido a Síndrome de Alport,1150,"BSND, COL4A3, COL4A4, COL4A5, GATA3, MYH9",Nefrología(3),"Nefrología,Otorrinolaringología,Pediatría",OTORRINOLARINGOLOGÍA,,https://nimgenetics.sharepoint.com/:x:/r/sites/DDocumentacion2/Catlogo%20Corporativo/Revisiones%20alcance%20flexible/Nefrologia/V1_EXN1103_ExoNIM%C2%AE%20Dirigido%20a%20Sindrome%20de%20Alport.xlsx?d=w775568b089d047fb9f874f02aa2fe653&csf=1&web=1&e=MtOg0w
SI,2023-07-10 00:00:00,APPROVED,2.0,EXN1176,ExoNIM® Dirigido a Bafopatías,1150,"ACTB, ACTL6A, ARID1A, ARID1B, ARID2, BCL11A, BCL11B, BICRA, DPF2, HDAC8, NIPBL, PBRM1, PHF6, PIGV, RAD21, SMARCA2, SMARCA4, SMARCB1, SMARCC2, SMARCD1, SMARCD2, SMARCE1, SMC1A, SMC3, SOX11, SOX4, TBC1D24",Neurología(2),"Neurología,Neuropediatría",NEUROPEDIATRÍA,,https://nimgenetics.sharepoint.com/:x:/r/sites/DDocumentacion2/Catlogo%20Corporativo/Revisiones%20alcance%20flexible/Neuropediatria/V2_EXN1176_ExoNIM%C2%AE%20Dirigido%20%20a%20BAFOpatias.xlsx?d=w39ec885e1bfe4ee680e9acea22c83c4f&csf=1&web=1&e=Zgz3JI
SI,2023-07-10 00:00:00,APPROVED,1.0,EXN6016,ExoNIM® PTC  Neuropatías,0,"AAAS, AARS1, ABHD12, AIFM1, AP1S1, APOA1, APOA2, APP, ATL1, ATL3, ATP1A1, ATP7A, B2M, BSCL2, CCT5, COA7, COX6A1, CST3, CTDP1, DCAF8, DHH, DHTKD1, DMXL2, DNAJB2, DNM2, DNMT1, DST, DYNC1H1, EGR2, ELP1, EXOC4, F10, FBLN5, FGA, FGD4, FIG4, GAN, GARS1, GBE1, GDAP1, GJB1, GNB4, GSN, HARS1, HINT1, HK1, HSPB1, HSPB8, IARS2, IGHMBP2, IL31RA, INF2, ITM2B, JPH1, KARS1, KIF1A, KIF1B, KLC2, LITAF, LMNA, LRSAM1, MARS1, MCM3AP, MED25, MEFV, MFN2, MORC2, MPZ, MTMR2, MTRFR, MYH14, NAGLU, NDRG1, NEFH, NEFL, NGF, NLRP3, OPA1, OSMR, PDK3, PLEKHG5, PMP22, POLG, PRDM12, PRNP, PRPS1, PRX, RAB7A, RET, RETREG1, RNF170, SBF1, SBF2, SCN10A, SCN11A, SCN9A, SCO2, SCP2, SH3TC2, SIGMAR1, SLC12A6, SLC25A46, SNAP29, SOX10, SPG11, SPTBN4, SPTLC1, SPTLC2, SURF1, TBCE, TDP1, TFG, TRIM2, TRPV4, TTR, VCP, WNK1, YARS1",Neurología(1),Neurología,NEUROLOGÍA,,
SI,2023-07-10 00:00:00,APPROVED,1.0,EXN6017,ExoNIM® PTC Dirigido a Miocardiopatía,0,"AARS2, ABCC6, ABCC9, ACAD8, ACAD9, ACADS, ACADVL, ACTA1, ACTC1, ACTN2, ADCY5, AGK, AGL, AHCY, ALG1, ALG12, ALMS1, ALPK3, ANKS6, APOA1, APOA2, APP, ARSB, ATAD3A, ATP5F1E, ATPAF2, B2M, BAG3, BCS1L, BMP2, BOLA3, BRAF, BSCL2, C1QBP, CACNA1C, CALR3, CAV3, CAVIN1, CENPE, CEP19, CHKB, CLIC2, CLN3, COA5, COA6, COA8, COQ2, COQ4, COX10, COX14, COX15, COX20, COX6B1, COX7B, CPT1A, CPT2, CRYAB, CSRP3, CST3, D2HGDH, DCAF8, DES, DLD, DMD, DNAJC19, DOLK, DPM3, DPP6, DSG2, DSP, DTNA, ECHS1, ELAC2, EMD, EPG5, ERBB3, EYA4, F10, FAH, FASTKD2, FBXL4, FGA, FHL1, FIG4, FKRP, FKTN, FLAD1, FLNC, FOXRED1, FTO, FUCA1, FXN, GAA, GATAD1, GBE1, GLA, GLB1, GMPPB, GNPTAB, GNS, GPC3, GSN, GTPBP3, GYS1, HADH, HADHA, HADHB, HCCS, HGSNAT, HPS1, HRAS, HSD17B10, IDH2, IDUA, IL31RA, ITM2B, ITPA, JPH2, JUP, KCNE1, KCNH1, KCNJ2, KCNQ1, LAMA4, LAMP2, LDB3, LIAS, LMNA, MAP2K1, MAP2K2, MCCC2, MEFV, MGME1, MIB1, MLYCD, MMUT, MRPL3, MRPL44, MRPS22, MRPS7, MTFMT, MTO1, MYBPC3, MYH6, MYH7, MYL2, MYL3, MYLK2, MYO6, MYOT, MYOZ2, MYPN, NAGLU, NDUFA1, NDUFA10, NDUFA11, NDUFA12, NDUFA2, NDUFA6, NDUFA9, NDUFAF1, NDUFAF2, NDUFAF3, NDUFAF4, NDUFAF5, NDUFAF6, NDUFB11, NDUFB3, NDUFB8, NDUFB9, NDUFS1, NDUFS2, NDUFS3, NDUFS4, NDUFS6, NDUFS7, NDUFS8, NDUFV1, NDUFV2, NEU1, NEXN, NKX2-5, NLRP3, NONO, NUBPL, OSMR, PAM16, PCCA, PCCB, PET100, PGM1, PHYH, PIGT, PLN, PMM2, PNPLA2, POLG, POMT1, PPCS, PRDM16, PRG4, PRKAG2, PRKAR1A, PRNP, PSEN1, PSMB4, PSMB8, PSMB9, RAB3GAP2, RAF1, RBCK1, RBM20, RET, RIT1, RMND1, RYR2, SCN5A, SCO1, SCO2, SDHA, SDHAF1, SDHD, SELENON, SGCA, SGCB, SGCD, SGCG, SGSH, SHOC2, SLC19A2, SLC22A5, SLC25A20, SLC25A26, SLC25A3, SLC25A4, SOS1, SPEG, SURF1, SYNE1, SYNE2, TACO1, TAFAZZIN, TANGO2, TAPT1, TBX1, TBX3, TBX5, TCAP, TF, TIMMDC1, TMEM126A, TMEM126B, TMEM43, TMEM70, TMPO, TNNC1, TNNI3, TNNI3K, TNNT2, TOP3A, TPM1, TPM3, TRIT1, TRMT5, TRNT1, TSC1, TSFM, TTN, TTR, TWNK, UBR1, VCL, VPS33A, WFS1, XK, XPNPEP3, YARS2",Cardiología(1),Cardiología,CARDIOLOGÍA,,
SI,2023-07-10 00:00:00,APPROVED,2.0,EXN6018,ExoNIM ® PTC  Dirigido al Síndrome de Quilomicronemia,0,"ABCA1, ABCC2, ABCD1, ABCD4, ADA, AGA, AGL, AGPS, ALAD, ALAS2, ALDOA, ALDOB, ALPL, APOA2, APOA5, APOB, APOC2, APOE, ARG1, ARSA, ARSB, ASAH1, ASL, ASS1, ATP7A, ATP7B, BCKDHA, BCKDHB, CBS, CETP, CLN3, CLN5, CLN6, CLN8, CPOX, CPS1, CTNS, CTSA, CTSD, CTSK, CYP11B1, CYP17A1, CYP19A1, CYP21A2, DBT, DHCR7, ENO3, ENPP1, EPHX2, FECH, FGF23, FUCA1, G6PC1, G6PD, GAA, GALC, GALE, GALK1, GALNS, GALT, GBA1, GBE1, GHR, GK, GLA, GLB1, GM2A, GNPAT, GNPTAB, GNPTG, GNS, GUSB, GYG1, GYS2, HCFC1, HEXA, HEXB, HFE, HGD, HGSNAT, HMBS, HPRT1, HSD3B2, HYAL1, IDS, IDUA, ITIH4, KHK, LAMP2, LCAT, LDHA, LDLR, LIPA, LIPI, LMBRD1, LMNA, LPA, LPL, MAN2B1, MANBA, MCOLN1, MFSD8, MMACHC, MMADHC, NAGA, NAGLU, NAGS, NEU1, NPC1, NPC2, OTC, PAH, PEX1, PEX10, PEX12, PEX13, PEX14, PEX16, PEX19, PEX2, PEX26, PEX3, PEX5, PEX6, PEX7, PFKM, PGAM2, PGK1, PGM1, PHKA1, PHKA2, PHKB, PHKG2, PKLR, POR, PPARG, PPOX, PPP1R17, PPT1, PRKAG2, PYGL, PYGM, RBCK1, SGSH, SLC17A5, SLC25A13, SLC25A15, SLC2A1, SLC2A2, SLC3A1, SLC40A1, SLC6A19, SLC7A7, SLC7A9, SLCO1B1, SLCO1B3, SMPD1, SUMF1, TFR2, TPP1, UGT1A1, UMPS, UROD, UROS",Digestivo(1),Digestivo,DIGESTIVO,,
SI,2023-07-10 00:00:00,APPROVED,1.0,EXN6019,ExoNIM® PTC  Dirigido Neurotransmisores AADC,0,"AARS1, ABAT, ACTL6B, ADCY5, ALDH5A1, ALDH7A1, ALG13, AMT, AP3B2, ARHGEF9, ARX, ATP1A2, ATP1A3, ATP7A, ATXN3, BCAP31, CACNA1A, CACNA1B, CDKL5, DBH, DDC, DDX3X, DEAF1, DHDDS, DHX30, DNAJC12, FOLR1, FOXG1, FRRS1L, GABRA1, GABRA2, GAD1, GAMT, GATM, GCDH, GCH1, GCSH, GLDC, GLRA1, GLRB, GNAO1, GNB1, GPHN, GRIA4, GRIN1, HPRT1, IQSEC2, IREB2, IRF2BPL, KCNA2, KCNMA1, KCNT1, KCNT2, MAOA, MECP2, MEF2C, NACC1, NGLY1, NKX2-1, NPC1, NPC2, PAH, PCBD1, PDE10A, PDE2A, PHGDH, PNKD, PNPO, POLG, PRRT2, PSAT1, PSPH, PTS, PURA, QDPR, SLC13A5, SLC16A2, SLC1A2, SLC25A22, SLC2A1, SLC30A10, SLC6A1, SLC6A3, SLC6A5, SPR, SPTAN1, SYT1, TBC1D24, TBL1XR1, TELO2, TH, UBA5, UBE3A, VAMP2, WARS2, WDR45, WWOX, ZNF142, ZSWIM6",Neurología(1),Neurología,NEUROLOGÍA,,
